,name,platform,publisher,genre,critic,sales_na,sales_pal,sales_jp,sales_ot,release
2038,Championship Manager 99/00,PC,Eidos Interactive,Sports,N/A,N/A,0.98m,N/A,0.09m,01st Jan 00
436,Rugrats: Search For Reptar,PS,THQ,Adventure,N/A,1.63m,1.53m,N/A,0.18m,31st Oct 98
3338,Aliens: Colonial Marines,PS3,Sega,Shooter,N/A,0.20m,0.33m,N/A,0.10m,12th Feb 13
518,Star Wars: The Old Republic,PC,Electronic Arts,Role-Playing,8.4,1.59m,1.01m,N/A,0.37m,20th Dec 11
1796,Minecraft: Story Mode,X360,Mojang,Adventure,N/A,0.67m,0.42m,N/A,0.11m,27th Oct 15
1896,Brave Fencer Musashi,PS,Square,Role-Playing,8.4,0.25m,0.17m,0.65m,0.07m,31st Oct 98
129,Uncharted 2: Among Thieves,PS3,Sony Computer Entertainment,Action,9.5,3.28m,2.22m,0.21m,1.02m,13th Oct 09
2895,Street Fighter EX Plus Alpha,PS,Capcom,Fighting,N/A,0.28m,0.19m,0.23m,0.05m,30th Sep 97
3550,Plants vs. Zombies: Garden Warfare 2,PS4,Electronic Arts,Shooter,N/A,0.22m,0.28m,N/A,0.10m,23rd Feb 16
3278,Centipede,PS,Hasbro Interactive,Shooter,5.9,0.36m,0.25m,N/A,0.04m,30th Apr 99
751,Cool Boarders 3,PS,989 Studios,Sports,N/A,1.65m,0.46m,0.10m,0.10m,28th Oct 98
674,Mortal Kombat: Deadly Alliance,PS2,Midway Games,Fighting,8.2,1.81m,0.52m,N/A,0.15m,16th Nov 02
231,Uncharted: Drake's Fortune,PS3,Sony Computer Entertainment,Action,8.7,2.32m,1.73m,0.12m,0.80m,16th Nov 07
2733,Alien,2600,20th Century Fox Video Games,Action,N/A,0.74m,0.04m,N/A,0.01m,01st Jan 82
181,Mario Kart: Super Circuit,GBA,Nintendo,Racing,9.3,2.62m,1.64m,0.99m,0.23m,26th Aug 01
461,Killer Instinct,SNES,Nintendo,Fighting,N/A,2.26m,0.72m,0.12m,0.10m,01st Aug 95
154,Gears of War,X360,Microsoft,Shooter,9.4,3.54m,1.88m,0.07m,0.60m,07th Nov 06
2551,Ford Racing,PS,Empire Interactive,Racing,N/A,0.48m,0.33m,N/A,0.06m,06th Mar 01
303,FIFA Soccer 14,X360,EA Sports,Sports,N/A,0.93m,2.92m,0.01m,0.29m,24th Sep 13
339,Just Dance 2014,Wii,Ubisoft,Music,7.4,1.90m,1.66m,N/A,0.33m,08th Oct 13
2054,Freekstyle,PS2,EA Sports BIG,Racing,N/A,0.52m,0.41m,N/A,0.14m,17th Jun 02
3563,Waialae Country Club: True Golf Classics,N64,Nintendo,Sports,N/A,0.48m,0.11m,N/A,N/A,29th Jul 98
3547,PGR3 - Project Gotham Racing 3,X360,Microsoft,Racing,8.8,0.49m,0.03m,0.03m,0.05m,16th Nov 05
1924,Fight Night Champion,PS3,EA Sports,Fighting,8.4,0.45m,0.50m,N/A,0.18m,01st Mar 11
503,Tom Clancy's Splinter Cell,XB,Ubisoft,Action,9.3,1.85m,1.04m,N/A,0.13m,17th Nov 02
272,God of War,PS2,Sony Computer Entertainment,Action,9.3,2.71m,1.29m,0.02m,0.43m,22nd Mar 05
3798,WWE 2K16,PS3,Take-Two Interactive,Sports,N/A,0.24m,0.23m,N/A,0.09m,27th Oct 15
2372,NCAA Football 13,PS3,EA Sports,Sports,7.1,0.82m,N/A,N/A,0.11m,10th Jul 12
2110,Rocksmith 2014,PS3,Ubisoft,Music,9.1,0.55m,0.26m,0.05m,0.17m,22nd Oct 13
173,Tetris,NES,Nintendo,Puzzle,N/A,2.97m,0.69m,1.81m,0.11m,01st Nov 89
374,Jak and Daxter: The Precursor Legacy,PS2,Sony Computer Entertainment,Platform,9.0,2.08m,1.09m,0.15m,0.33m,04th Dec 01
2504,Madden NFL 08,Wii,EA Sports,Sports,N/A,0.80m,0.00m,N/A,0.07m,14th Aug 07
1058,Dead or Alive 3,XB,Tecmo,Fighting,8.3,1.19m,0.29m,0.24m,0.06m,14th Nov 01
1149,The Sims: Superstar,PC,Electronic Arts,Simulation,N/A,1.67m,0.00m,N/A,N/A,12th May 03
295,EyeToy Play,PS2,Sony Computer Entertainment,Misc,7.5,0.88m,2.30m,0.20m,0.83m,04th Nov 03
147,FIFA 15,PS4,EA Sports,Sports,8.1,0.82m,4.49m,0.05m,0.94m,23rd Sep 14
1994,Lightning Returns: Final Fantasy XIII,PS3,Square Enix,Misc,N/A,0.31m,0.22m,0.45m,0.11m,11th Feb 14
3614,Kinect Rush: A Disney Pixar Adventure,X360,Microsoft Game Studios,Platform,N/A,0.38m,0.15m,N/A,0.06m,20th Mar 12
3294,Borderlands: The Pre-Sequel,PS3,2K Games,Misc,N/A,0.28m,0.22m,0.05m,0.10m,14th Oct 14
1942,Worldwide Soccer Manager 2008,PC,Saga Planets,Sports,N/A,N/A,1.12m,N/A,0.00m,23rd Oct 07
1229,River Raid,2600,Activision,Shooter,N/A,1.49m,0.09m,N/A,0.02m,01st Jan 82
982,Lego Marvel Super Heroes,PS4,Warner Bros. Interactive Entertainment,Action,N/A,0.59m,0.98m,0.01m,0.30m,15th Nov 13
144,Halo 3: ODST,X360,Microsoft,Shooter,8.7,4.34m,1.34m,0.06m,0.61m,22nd Sep 09
1983,Petz Dogz 2,DS,Ubisoft,Simulation,N/A,0.46m,0.52m,N/A,0.12m,14th Nov 07
1233,Madden NFL 15,XOne,EA Sports,Sports,N/A,1.33m,0.09m,N/A,0.17m,26th Aug 14
72,Mario Kart 64,N64,Nintendo,Racing,8.5,5.55m,1.94m,2.23m,0.15m,10th Feb 97
3450,SingStar Singalong With Disney,PS2,Sony Computer Entertainment,Misc,N/A,N/A,0.04m,N/A,0.57m,07th Nov 08
1531,Madden NFL 98,PS,EA Sports,Sports,N/A,1.29m,0.03m,N/A,0.03m,31st Jul 97
1290,Go Vacation,Wii,Namco Bandai,Misc,7.0,0.42m,0.66m,0.33m,0.13m,11th Oct 11
2239,Disney Tangled,DS,Disney Interactive Studios,Action,N/A,0.53m,0.37m,N/A,0.09m,23rd Nov 10
2523,Cooking Mama: World Kitchen,Wii,Majesco,Simulation,N/A,0.51m,0.27m,0.01m,0.08m,18th Nov 08
2094,Monster Rancher 2,PS,Tecmo,Simulation,N/A,0.19m,0.13m,0.66m,0.07m,01st Jan 99
3006,Super Monkey Ball Jr.,GBA,THQ,Puzzle,N/A,0.51m,0.19m,N/A,0.01m,19th Nov 02
1263,Conflict: Desert Storm,PS2,Gotham Games,Shooter,N/A,0.98m,0.53m,N/A,0.06m,30th Sep 02
2103,Tales of Destiny,PS,Namco,Role-Playing,6.2,0.09m,0.06m,0.83m,0.07m,30th Sep 98
1110,Game Party 3,Wii,Warner Bros. Interactive,Puzzle,N/A,1.43m,0.16m,N/A,0.13m,06th Oct 09
1170,Shaun White Snowboarding: Road Trip,Wii,Ubisoft,Sports,7.8,0.93m,0.56m,N/A,0.16m,16th Nov 08
1339,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,Hudson Soft,Platform,N/A,N/A,N/A,1.50m,0.00m,05th Mar 86
1369,Fight Night 2004,PS2,EA Sports,Fighting,N/A,1.08m,0.20m,N/A,0.20m,05th Apr 04
2822,Twisted Metal: Head On,PSP,Sony Computer Entertainment,Action,7.5,0.71m,0.00m,N/A,0.06m,24th Mar 05
1443,UFC Undisputed 2010,PS3,THQ,Fighting,8.4,0.80m,0.40m,0.02m,0.19m,25th May 10
2472,Resident Evil: Revelations,3DS,Capcom,Action,7.8,0.30m,0.23m,0.30m,0.05m,07th Feb 12
732,Kirby's Dream Land 2,GB,Nintendo,Platform,N/A,0.69m,0.14m,1.48m,0.05m,01st May 95
3298,Drawn to Life: The Next Chapter,DS,THQ,Adventure,7.4,0.44m,0.14m,N/A,0.06m,27th Oct 09
2457,Castlevania: Circle of the Moon,GBA,Konami,Platform,8.9,0.60m,0.22m,0.05m,0.02m,10th Jun 01
3439,Super Robot Taisen α Gaiden,PS,Banpresto,Strategy,N/A,N/A,N/A,0.58m,0.04m,29th Mar 01
6,New Super Mario Bros.,DS,Nintendo,Platform,9.1,11.28m,9.19m,6.50m,2.89m,15th May 06
1568,Corvette,PS2,Global Star,Racing,N/A,0.65m,0.51m,N/A,0.17m,09th Mar 04
3690,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,PS,Bandai,Strategy,N/A,N/A,N/A,0.54m,0.04m,10th Feb 00
2284,Phantasy Star Portable,PSP,Sega,Role-Playing,7.1,0.21m,0.06m,0.63m,0.06m,03rd Mar 09
1448,Injustice: Gods Among Us,X360,Warner Bros. Interactive Entertainment,Fighting,N/A,0.97m,0.31m,N/A,0.14m,16th Apr 13
1376,Mario Golf,N64,Nintendo,Sports,9.0,0.62m,0.18m,0.65m,0.02m,30th Jun 99
728,Tony Hawk's Underground 2,PS2,Activision,Sports,N/A,1.25m,0.86m,0.01m,0.26m,04th Oct 04
158,Metal Gear Solid 4: Guns of the Patriots,PS3,Konami,Action,9.3,2.63m,1.72m,0.83m,0.81m,12th Jun 08
2675,Tales of Destiny II,PS,Namco,Role-Playing,7.5,0.06m,0.04m,0.66m,0.05m,10th Sep 01
517,Far Cry 3,X360,Ubisoft,Shooter,N/A,1.38m,1.33m,0.02m,0.25m,04th Dec 12
1875,Kaboom!,2600,Activision,Action,N/A,1.07m,0.07m,N/A,0.01m,01st Jan 81
1788,Guitar Hero Live,PS4,Activision,Music,N/A,0.52m,0.48m,N/A,0.20m,20th Oct 15
1967,Triple Play 98,PS,EA Sports,Sports,N/A,0.61m,0.42m,N/A,0.07m,30th Apr 97
3691,Spyro Orange: The Cortex Conspiracy,GBA,Vivendi Games,Action,N/A,0.41m,0.15m,N/A,0.01m,03rd Jun 04
163,LittleBigPlanet,PS3,Sony Computer Entertainment,Platform,9.4,2.80m,2.01m,0.17m,0.87m,28th Oct 08
2525,DiRT,X360,Codemasters,Racing,8.4,0.38m,0.40m,N/A,0.09m,19th Jun 07
1694,Kingdom Hearts HD II.5 ReMIX,PS3,Square Enix,Role-Playing,N/A,0.52m,0.36m,0.19m,0.18m,02nd Dec 14
2696,Professor Layton and the Azran Legacy,3DS,Nintendo,Puzzle,N/A,N/A,0.53m,0.25m,0.03m,28th Feb 14
902,Dance Central 2,X360,Microsoft,Misc,8.6,1.45m,0.41m,0.01m,0.16m,25th Oct 11
543,Sega Superstars Tennis,X360,Sega,Sports,6.9,1.75m,0.86m,N/A,0.28m,18th Mar 08
565,Medal of Honor,PS3,Electronic Arts,Shooter,7.0,1.28m,1.04m,0.07m,0.43m,12th Oct 10
266,Guitar Hero III: Legends of Rock,X360,RedOctane,Misc,8.7,3.19m,0.91m,0.01m,0.42m,28th Oct 07
1970,F-Zero X,N64,Nintendo,Racing,8.5,0.45m,0.33m,0.29m,0.03m,30th Sep 98
1710,Road Rash 3D,PS,Electronic Arts,Racing,N/A,1.05m,0.16m,N/A,0.04m,31st May 98
3514,Suikoden,PS,Konami,Role-Playing,8.2,0.21m,0.14m,0.21m,0.04m,01st Dec 96
2925,X-Men Origins: Wolverine - Uncaged Edition,PS3,Activision,Action,7.0,0.31m,0.31m,N/A,0.12m,01st May 09
2637,FIFA 17,X360,Electronic Arts,Sports,N/A,0.20m,0.57m,N/A,0.06m,27th Sep 16
1806,Disney Sing It,Wii,Disney Interactive Studios,Misc,N/A,0.77m,0.31m,N/A,0.11m,21st Oct 08
3098,King Kong,2600,Tigervision,Action,N/A,0.65m,0.04m,N/A,0.01m,01st Jan 82
2596,Rocket Power: Team Rocket Rescue,PS,THQ,Sports,N/A,0.47m,0.32m,N/A,0.05m,04th Sep 01
768,Kirby: Nightmare in Dream Land,GBA,Nintendo,Platform,8.1,1.22m,0.10m,0.91m,0.04m,02nd Dec 02
3469,Pro Evolution Soccer 2018,PS4,Konami Digital Entertainment,Sports,N/A,0.08m,0.31m,0.15m,0.07m,12th Sep 17
2555,MLB 99,PS,Sony Computer Entertainment,Sports,N/A,0.48m,0.32m,N/A,0.06m,31st Mar 98
2855,Tony Hawk's Pro Skater 2,N64,Activision,Sports,8.5,0.59m,0.16m,N/A,0.01m,21st Aug 01
2425,DJ Hero,PS3,Activision,Misc,8.5,0.42m,0.34m,N/A,0.15m,27th Oct 09
941,Tom Clancy's Rainbow Six: Vegas,X360,Ubisoft,Shooter,8.8,1.09m,0.65m,0.02m,0.20m,20th Nov 06
801,BioShock 2,X360,2K Games,Shooter,8.6,1.45m,0.54m,0.02m,0.20m,09th Feb 10
3203,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,IE Institute,Misc,N/A,N/A,N/A,0.66m,N/A,09th Nov 06
56,Gran Turismo,PS,Sony Computer Entertainment,Racing,9.5,4.02m,3.87m,2.54m,0.52m,30th Apr 98
3785,Barbie Groovy Games,GBA,Universal Interactive,Misc,3.0,0.40m,0.15m,N/A,0.01m,04th Sep 02
2995,Major League Baseball 2K7,X360,2K Sports,Sports,N/A,0.67m,N/A,N/A,0.06m,26th Feb 07
104,Crash Bandicoot 2: Cortex Strikes Back,PS,Sony Computer Entertainment,Platform,8.6,3.78m,2.17m,1.31m,0.31m,31st Oct 97
33,Call of Duty: Modern Warfare 3,X360,Activision,Shooter,8.7,9.07m,4.29m,0.13m,1.33m,08th Nov 11
2424,Lost Odyssey,X360,Microsoft,Role-Playing,7.5,0.45m,0.26m,0.11m,0.08m,12th Feb 08
778,Call of Duty 3,Wii,Activision,Shooter,6.8,1.17m,0.84m,N/A,0.23m,14th Nov 06
3099,Tearaway,PSV,Sony Computer Entertainment America,Platform,N/A,0.10m,0.41m,N/A,0.19m,22nd Nov 13
2577,NCAA Football 11,PS3,EA Sports,Sports,8.5,0.79m,N/A,N/A,0.06m,13th Jul 10
3435,Monster Hunter Stories,3DS,Capcom,Role-Playing,N/A,0.09m,0.14m,0.37m,0.02m,08th Sep 17
1475,Final Fantasy III,NES,Square,Role-Playing,N/A,N/A,N/A,1.39m,0.01m,27th Apr 90
756,WarioWare Touched!,DS,Nintendo,Puzzle,7.8,0.51m,0.45m,1.21m,0.13m,14th Feb 05
2750,NBA 2K16,PS3,2K Sports,Sports,N/A,0.49m,0.12m,0.05m,0.13m,29th Sep 15
748,Need for Speed: High Stakes,PS,Electronic Arts,Racing,N/A,1.58m,0.64m,N/A,0.09m,01st Mar 99
1532,Burnout Paradise,X360,Electronic Arts,Racing,8.9,0.63m,0.57m,0.01m,0.14m,22nd Jan 08
2558,Dynasty Warriors 4: Xtreme Legends,PS2,KOEI,Action,N/A,0.17m,0.13m,0.51m,0.04m,04th Nov 03
1407,Tamagotchi,GB,Bandai,Simulation,N/A,N/A,N/A,1.44m,0.01m,26th Jun 97
237,Monster Hunter Freedom 3,PSP,Unknown,Role-Playing,N/A,N/A,0.00m,4.87m,0.00m,N/A
3649,Sonic & Sega All-Stars Racing Transformed,X360,Sega,Racing,N/A,0.20m,0.34m,N/A,0.04m,18th Nov 12
3556,CyberTiger,PS,Electronic Arts,Sports,N/A,0.33m,0.22m,N/A,0.04m,30th Sep 99
962,X-Men Legends,PS2,Activision,Role-Playing,8.6,1.00m,0.72m,N/A,0.21m,21st Sep 04
2096,Sonic & SEGA All-Stars Racing,DS,Sega,Racing,8.3,0.43m,0.51m,N/A,0.11m,23rd Feb 10
1296,MVP Baseball 2005,PS2,EA Sports,Sports,N/A,1.26m,0.07m,N/A,0.21m,22nd Feb 05
3524,The Golden Compass,DS,Sega,Adventure,N/A,0.28m,0.25m,N/A,0.06m,04th Dec 07
54,Grand Theft Auto IV,X360,Rockstar Games,Action,10.0,6.80m,3.11m,0.14m,1.04m,29th Apr 08
1722,The Legend of Zelda: Twilight Princess HD,WiiU,Nintendo,Action-Adventure,8.4,0.67m,0.36m,0.10m,0.10m,04th Mar 16
3199,Rocksmith 2014,PS4,Ubisoft,Music,N/A,0.37m,0.17m,N/A,0.12m,04th Oct 16
734,Donkey Kong Land 2,GB,Nintendo,Platform,N/A,1.39m,0.48m,0.40m,0.08m,01st Sep 96
1812,Hitman 2: Silent Assassin,XB,Eidos Interactive,Action,N/A,0.76m,0.38m,N/A,0.05m,30th Sep 02
1556,Lost Planet: Extreme Condition,X360,Capcom,Shooter,7.6,1.09m,0.04m,0.10m,0.10m,12th Jan 07
811,FIFA 15,XOne,EA Sports,Sports,7.9,0.63m,1.39m,N/A,0.16m,23rd Sep 14
2805,Air Raid,2600,Men-A-Vision,Action,N/A,0.72m,0.04m,N/A,0.01m,01st Jan 82
110,Battlefield 3,X360,Electronic Arts,Shooter,8.5,4.47m,2.12m,0.06m,0.69m,25th Oct 11
641,Style Savvy,DS,Nintendo,Simulation,7.6,0.62m,0.82m,0.96m,0.18m,02nd Nov 09
3653,Prince of Persia: The Two Thrones,XB,Ubisoft,Adventure,N/A,0.33m,0.22m,N/A,0.03m,01st Dec 05
415,NBA 2K17,PS4,2K Sports,Sports,9.0,2.26m,0.56m,0.03m,0.62m,16th Sep 16
131,FIFA Soccer 12,PS3,EA Sports,Sports,9.2,0.84m,4.33m,0.11m,1.37m,27th Sep 11
3757,Knockout Kings 2001,PS2,EA Sports,Fighting,N/A,0.28m,0.21m,N/A,0.07m,05th Feb 01
3484,Petz: Dogz Pack,DS,Ubisoft,Simulation,N/A,0.56m,N/A,N/A,0.05m,04th Nov 08
3361,NASCAR 06: Total Team Control,PS2,EA Sports,Racing,N/A,0.53m,0.02m,N/A,0.09m,30th Aug 05
1335,NFL Blitz,PS,Midway Games,Sports,9.1,1.41m,0.05m,N/A,0.04m,12th Sep 98
2977,God Eater,PSP,D3Publisher,Action,N/A,N/A,0.00m,0.72m,0.00m,15th Mar 11
2848,MTV Celebrity Deathmatch,PS2,Gotham Games,Fighting,N/A,0.37m,0.29m,N/A,0.10m,14th Oct 03
3447,Wet,PS3,Bethesda Softworks,Shooter,6.9,0.22m,0.27m,0.01m,0.11m,15th Sep 09
305,Madden NFL 2003,PS2,EA Sports,Sports,9.4,3.36m,0.21m,0.01m,0.56m,12th Aug 02
1032,DDRMAX2: Dance Dance Revolution,PS2,Konami,Simulation,N/A,1.05m,0.59m,N/A,0.18m,23rd Sep 03
3112,Total War: Rome II,PC,Sega,Strategy,8.0,0.12m,0.52m,N/A,0.05m,03rd Sep 13
430,Destiny,XOne,Activision,Shooter,8.3,2.16m,0.92m,N/A,0.32m,09th Sep 14
1433,Assassin's Creed Syndicate,XOne,Ubisoft,Action,N/A,0.70m,0.61m,N/A,0.12m,23rd Oct 15
3398,Family Feud: 2010 Edition,Wii,Ubisoft,Misc,N/A,0.58m,N/A,N/A,0.04m,29th Sep 09
282,Tom Clancy's The Division,PS4,Ubisoft,Misc,N/A,1.49m,2.00m,0.16m,0.68m,08th Mar 16
27,Pokémon Ruby / Sapphire Version,GBA,Nintendo,Role-Playing,8.8,6.06m,3.90m,5.38m,0.50m,17th Mar 03
2499,Rock Band 3,X360,MTV Games,Misc,9.4,0.73m,0.09m,N/A,0.06m,26th Oct 10
783,Spyro: Season of Ice,GBA,Vivendi Games,Platform,N/A,1.29m,0.83m,N/A,0.11m,29th Oct 01
1130,Cooking Mama 3: Shop & Chop,DS,505 Games,Simulation,N/A,0.79m,0.66m,0.08m,0.17m,20th Oct 09
3355,Wolfenstein,PS3,Activision,Shooter,7.2,0.25m,0.27m,N/A,0.11m,18th Aug 09
2527,Fight Night Round 2,PS2,EA Sports,Fighting,N/A,0.72m,0.03m,N/A,0.12m,28th Feb 05
2225,Cars: Race-O-Rama,Wii,THQ,Racing,N/A,0.61m,0.29m,N/A,0.09m,13th Oct 09
1717,WWE SmackDown vs. Raw 2009,PS2,THQ,Sports,N/A,0.69m,0.00m,N/A,0.55m,09th Nov 08
2600,Harry Potter and the Order of the Phoenix,DS,Electronic Arts,Adventure,N/A,0.28m,0.46m,N/A,0.10m,25th Jun 07
3604,Backyard NBA Basketball,PS2,Atari,Sports,N/A,0.29m,0.22m,N/A,0.07m,21st Oct 03
1787,Pikmin 2,GC,Nintendo,Strategy,9.1,0.48m,0.13m,0.56m,0.03m,30th Aug 04
175,Super Smash Bros.,N64,Nintendo,Fighting,8.4,2.95m,0.60m,1.97m,0.04m,26th Apr 99
2023,Disney's Lilo & Stitch,GBA,Disney Interactive Studios,Action,8.0,0.77m,0.29m,N/A,0.02m,07th Jun 02
1452,LEGO Star Wars: The Video Game,GC,Eidos Interactive,Action,7.9,1.09m,0.28m,N/A,0.04m,25th Oct 05
186,Call of Duty: World at War,PS3,Activision,Shooter,8.4,2.74m,1.84m,N/A,0.84m,10th Nov 08
1279,Pok�mon Pinball: Ruby & Sapphire (Old all region sales),GBA,Nintendo,Misc,N/A,0.68m,0.38m,0.44m,0.05m,26th Aug 03
82,Super Mario Odyssey,NS,Nintendo,Platform,9.2,3.85m,2.55m,1.71m,0.62m,27th Oct 17
2486,Super Street Fighter IV,X360,Capcom,Fighting,9.2,0.53m,0.21m,0.07m,0.07m,27th Apr 10
2090,The Simpsons: Road Rage,XB,Electronic Arts,Racing,N/A,0.78m,0.26m,N/A,0.01m,01st Dec 01
3606,Monster Hunter: World,XOne,Capcom,Action,9.4,0.40m,0.13m,N/A,0.06m,26th Jan 18
1150,Metroid Fusion,GBA,Nintendo,Adventure,9.0,1.18m,0.27m,0.17m,0.06m,17th Nov 02
3472,Half-Life 2,XB,Electronic Arts,Shooter,8.9,0.37m,0.21m,N/A,0.03m,15th Nov 05
701,ATV Offroad Fury,PS2,Sony Computer Entertainment,Racing,8.4,2.07m,0.26m,N/A,0.08m,05th Feb 01
3014,Fear Effect,PS,Eidos Interactive,Action,N/A,0.40m,0.27m,N/A,0.05m,31st Jan 00
727,The Incredibles,PS2,THQ,Action,5.9,0.96m,1.08m,0.04m,0.30m,31st Oct 04
2411,Glover,N64,Hasbro Interactive,Platform,N/A,0.72m,0.17m,N/A,0.01m,31st Oct 98
2984,Ultimate Spider-Man,PS2,Activision,Action,N/A,0.60m,0.02m,N/A,0.10m,22nd Sep 05
2088,Virtua Tennis 3,PS3,Sega,Sports,N/A,0.23m,0.58m,0.03m,0.21m,20th Mar 07
2595,ZombiU,WiiU,Ubisoft,Action,6.9,0.35m,0.37m,0.05m,0.07m,18th Nov 12
3464,Skylanders SWAP Force,WiiU,Activision,Platform,N/A,0.39m,0.16m,N/A,0.06m,13th Oct 13
2105,Miitopia,3DS,Nintendo,Role-Playing,N/A,0.23m,0.51m,0.25m,0.06m,28th Jul 17
523,NBA 2K18,PS4,2K Sports,Sports,8.1,1.87m,0.52m,0.04m,0.52m,19th Sep 17
914,Forza Motorsport 6,XOne,Microsoft Game Studios,Racing,N/A,0.90m,0.91m,0.04m,0.16m,15th Sep 15
2739,Pro Evolution Soccer 2011,PSP,Konami,Sports,N/A,0.05m,0.30m,0.29m,0.16m,02nd Nov 10
2923,Red Faction: Guerrilla,PS3,THQ,Shooter,8.6,0.33m,0.27m,0.02m,0.12m,02nd Jun 09
3030,Madden NFL 08,PSP,EA Sports,Sports,7.3,0.60m,0.04m,N/A,0.07m,14th Aug 07
1043,NFL GameDay 2000,PS,989 Studios,Sports,N/A,1.00m,0.68m,N/A,0.12m,31st Jul 99
1037,NBA 2K11,PS3,2K Sports,Sports,N/A,1.41m,0.21m,0.03m,0.16m,05th Oct 10
474,Club Penguin: Elite Penguin Force,DS,Disney Interactive Studios,Adventure,7.0,1.87m,0.97m,N/A,0.30m,25th Nov 08
679,Mario Party 4,GC,Nintendo,Misc,7.0,1.13m,0.36m,0.92m,0.07m,21st Oct 02
1013,Pinball,NES,Nintendo,Misc,N/A,0.80m,0.19m,0.83m,0.03m,18th Oct 85
1080,Disney's Aladdin,SNES,Capcom,Platform,N/A,0.94m,0.34m,0.21m,0.27m,21st Nov 93
160,Final Fantasy XII,PS2,Square Enix,Role-Playing,9.4,1.88m,0.00m,2.33m,1.74m,31st Oct 06
1253,Final Fantasy XIV Online,PC,Square Enix,MMO,5.3,0.93m,0.48m,N/A,0.16m,22nd Sep 10
1620,Sonic Colors,DS,Sega,Platform,8.2,0.69m,0.48m,0.01m,0.12m,16th Nov 10
2058,Football Manager 2013,PC,Sega,Sports,N/A,N/A,0.96m,N/A,0.10m,01st Nov 12
1614,LEGO Batman: The Videogame,PSP,Warner Bros. Interactive,Adventure,7.9,0.57m,0.46m,N/A,0.27m,23rd Sep 08
2320,Dragon Ball FighterZ,PS4,Namco Bandai Games,Fighting,N/A,0.35m,0.36m,0.10m,0.14m,26th Jan 18
1056,Final Fantasy II,SNES,Square,Role-Playing,10.0,0.24m,0.09m,1.33m,0.12m,23rd Nov 91
1940,The Beatles: Rock Band,PS3,MTV Games,Misc,8.7,0.67m,0.29m,N/A,0.15m,09th Sep 09
3240,One Piece: Pirate Warriors 2,PS3,Namco Bandai Games,Action,N/A,N/A,0.21m,0.42m,0.03m,01st Jan 14
612,Medal of Honor,PS,Electronic Arts,Shooter,9.3,1.44m,1.09m,N/A,0.14m,11th Nov 99
1273,Twisted Metal,PS,Sony Computer Entertainment,Action,7.0,1.32m,0.19m,N/A,0.05m,05th Nov 95
1714,LEGO The Lord of the Rings,X360,Warner Bros. Interactive Entertainment,Misc,N/A,0.64m,0.50m,N/A,0.10m,13th Nov 12
2666,Patapon,PSP,Sony Computer Entertainment,Platform,8.7,0.33m,0.25m,0.07m,0.17m,26th Feb 08
475,FIFA Soccer 08,PS2,EA Sports,Sports,N/A,0.68m,0.00m,N/A,2.46m,09th Oct 07
3551,Hot Wheels: Stunt Track Challenge,PS2,THQ,Racing,N/A,0.29m,0.23m,N/A,0.08m,10th Nov 04
1883,Call of Duty 4: Modern Warfare,PC,Activision,Shooter,9.3,N/A,1.12m,N/A,0.03m,05th Nov 07
3309,WWE 2K15,X360,2K Sports,Sports,N/A,0.38m,0.21m,N/A,0.06m,28th Oct 14
2945,Pirates of the Caribbean: At World's End,PS3,Disney Interactive Studios,Action,N/A,0.17m,0.41m,N/A,0.15m,22nd May 07
651,Sonic Adventure 2 Battle,GC,Sega,Platform,6.8,1.70m,0.59m,0.21m,0.07m,11th Feb 02
3672,Transformers: The Game,Wii,Activision,Action,N/A,0.50m,0.03m,N/A,0.05m,26th Jun 07
2405,Crysis 3,PS3,Electronic Arts,Shooter,8.2,0.26m,0.48m,0.03m,0.14m,19th Feb 13
2756,The Godfather II,X360,Electronic Arts,Adventure,6.2,0.47m,0.23m,0.01m,0.08m,07th Apr 09
2305,World Championship Poker,PS2,Crave Entertainment,Misc,N/A,0.80m,0.03m,N/A,0.13m,18th Nov 04
320,Namco Museum Vol.3,PS,Namco,Misc,N/A,2.28m,1.55m,0.16m,0.06m,31st Jan 97
1406,Namco Museum 64,N64,Namco,Misc,N/A,1.24m,0.17m,0.03m,0.01m,31st Oct 99
1772,FIFA 07 Soccer,PSP,EA Sports,Sports,8.0,0.25m,0.64m,N/A,0.32m,17th Oct 06
1931,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,Sony Computer Entertainment,Shooter,7.9,1.03m,0.00m,0.01m,0.08m,08th Nov 05
937,Kirby: Triple Deluxe,3DS,Nintendo,Platform,N/A,0.68m,0.37m,0.80m,0.10m,02nd May 14
3281,007: Quantum of Solace,Wii,Activision,Shooter,5.6,0.29m,0.28m,0.01m,0.07m,04th Nov 08
2407,Tom Clancy's EndWar,X360,Ubisoft,Strategy,8.0,0.58m,0.24m,0.01m,0.09m,04th Nov 08
691,The Sims: Bustin' Out,PS2,Electronic Arts,Simulation,N/A,1.07m,1.19m,N/A,0.18m,15th Dec 03
2685,Final Fantasy Type-0,PSP,Unknown,Role-Playing,N/A,N/A,N/A,0.81m,N/A,31st Dec 20
